1,456,318,1,96,0
2,447,328,1,97,0
3,438,338,0,0,0
4,429,348,0,0,0
5,419,357,0,0,0
6,411,366,0,0,1
7,400,377,0,0,0
8,390,387,0,0,0
9,380,398,0,0,0
10,370,408,0,0,0
11,359,418,0,0,0
12,349,426,0,0,0
13,338,435,0,0,0
14,328,442,0,0,0
15,317,449,0,0,0
16,305,455,0,0,0
17,295,460,0,0,0
18,285,463,0,0,0
19,275,467,0,0,0
20,265,470,0,0,0
21,255,472,0,0,0
22,245,473,0,0,0
23,235,473,0,0,0
24,224,473,0,0,0
25,214,472,0,0,0
26,204,471,0,121,0
27,195,469,0,122,0
28,186,467,0,0,0
29,176,464,0,0,0
30,167,461,0,0,0
31,157,456,0,0,0
32,148,450,1,121,0
33,138,445,1,122,0
34,128,438,1,123,0
35,120,430,1,124,0
36,111,422,1,125,0
37,104,413,1,126,0
38,97,404,0,0,0
39,91,394,0,0,0
40,86,384,0,0,0
41,82,374,0,0,0
42,78,364,0,0,0
43,75,354,0,0,0
44,73,343,0,0,0
45,71,333,0,0,0
46,71,323,0,0,1
47,71,313,0,0,0
48,71,303,0,0,0
49,72,294,0,0,0
50,73,285,0,0,0
51,75,276,0,0,0
52,77,267,0,0,0
53,80,258,0,0,0
54,83,249,0,0,0
55,87,240,0,0,0
56,92,231,0,0,0
57,97,222,0,0,0
58,104,213,0,0,0
59,111,204,0,0,0
60,119,197,0,0,0
61,127,190,0,0,0
62,136,183,0,0,0
63,145,178,0,0,0
64,154,173,0,0,0
65,163,169,0,0,0
66,173,166,0,0,0
67,183,163,0,0,0
68,193,161,0,0,0
69,203,160,0,0,0
70,213,159,0,0,0
71,223,159,0,0,0
72,233,159,0,0,0
73,243,160,0,0,0
74,253,161,0,0,0
75,263,163,0,0,0
76,273,165,0,0,0
77,282,168,0,0,0
78,292,172,0,0,0
79,302,176,0,0,0
80,311,181,0,0,0
81,320,187,0,0,0
82,329,192,0,0,0
83,337,198,0,0,0
84,345,203,0,0,0
85,353,210,0,0,0
86,361,216,0,0,0
87,369,223,0,0,0
88,377,230,0,0,0
89,384,237,0,0,0
90,391,244,0,0,0
91,398,251,0,0,0
92,405,258,0,0,0
93,412,265,0,0,0
94,419,273,0,0,0
95,427,281,0,0,0
96,435,288,0,0,0
97,443,296,0,0,0
98,451,304,0,0,0
99,459,313,0,0,0
100,467,321,0,0,0
101,475,328,0,0,0
102,482,336,0,0,0
103,489,343,0,0,0
104,496,350,0,0,0
105,503,357,0,0,0
106,511,363,0,0,0
107,519,370,0,0,0
108,527,376,0,0,0
109,535,382,0,0,0
110,543,387,0,0,0
111,551,391,0,0,0
112,559,395,0,0,0
113,567,399,0,0,0
114,576,402,0,0,0
115,584,404,0,0,0
116,592,406,0,0,0
117,601,406,0,0,0
118,610,406,0,0,0
119,619,405,0,0,0
120,628,403,0,0,0
121,637,400,0,0,0
122,646,396,0,0,0
123,655,391,0,0,0
124,663,385,0,0,0
125,671,378,0,0,0
126,677,370,0,0,0
127,681,362,0,0,0
128,685,354,0,0,0
129,688,346,0,0,0
130,690,337,0,0,0
131,692,329,0,0,0
132,693,320,0,0,0
133,693,311,0,0,0
134,691,302,0,0,0
135,690,294,0,0,0
136,687,285,0,0,0
137,683,276,0,0,0
138,678,267,1,58,0
139,672,259,1,59,0
140,665,252,1,60,0
141,657,245,1,61,0
142,649,239,1,62,0
143,641,234,1,63,0
144,633,231,0,0,0
145,624,229,0,0,0
146,616,227,0,0,0
147,607,226,0,0,0
148,598,226,0,0,1
149,589,227,0,0,0
150,580,229,0,0,0
151,571,231,0,0,0
152,562,234,0,0,0
153,553,238,0,0,0
154,544,243,0,0,0
155,536,248,0,0,0
156,528,254,0,0,0
157,520,261,0,0,0
158,512,267,0,0,0
159,504,274,0,0,0
160,496,282,0,0,0
161,488,289,0,0,0
162,481,297,0,0,0
163,473,304,1,94,0
164,465,311,1,95,0
